GENEID	MUTSAMPLES	ZSCOREEXT	QVEXT	ZSCOREPOOLED	PVPOOLED	ZSCORECOSMIC	PVCOSMIC	ZSCOREINT	PVINT	PROJECTID
ENSG00000137502	2	-	-	-	-	-	-	-	-	pancreaticOICR
ENSG00000137504	5	-	-	-	-	-	-	-	-	pancreaticOICR
ENSG00000137513	1	-	-	-	-	-	-	-	-	pancreaticOICR
ENSG00000137558	1	-	-	-	-	-	-	-	-	pancreaticOICR
ENSG00000137628	1	-	-	-	-	-	-	-	-	pancreaticOICR
ENSG00000137675	1	-	-	-	-	-	-	-	-	pancreaticOICR
ENSG00000137692	1	-	-	-	-	-	-	-	-	pancreaticOICR
ENSG00000137709	1	-	-	-	-	-	-	-	-	pancreaticOICR
ENSG00000137727	1	-	-	-	-	-	-	-	-	pancreaticOICR
ENSG00000137760	1	-	-	-	-	-	-	-	-	pancreaticOICR
ENSG00000137766	1	-	-	-	-	-	-	-	-	pancreaticOICR
ENSG00000137776	1	-	-	-	-	-	-	-	-	pancreaticOICR
ENSG00000137877	1	-	-	-	-	-	-	-	-	pancreaticOICR
ENSG00000137941	1	-	-	-	-	-	-	-	-	pancreaticOICR
ENSG00000137948	1	-	-	-	-	-	-	-	-	pancreaticOICR
ENSG00000137965	1	-	-	-	-	-	-	-	-	pancreaticOICR
ENSG00000138002	1	-	-	-	-	-	-	-	-	pancreaticOICR
ENSG00000138031	1	-	-	-	-	-	-	-	-	pancreaticOICR
ENSG00000138041	1	-	-	-	-	-	-	-	-	pancreaticOICR
ENSG00000138073	1	-	-	-	-	-	-	-	-	pancreaticOICR
ENSG00000138100	1	-	-	-	-	-	-	-	-	pancreaticOICR
ENSG00000138131	1	-	-	-	-	-	-	-	-	pancreaticOICR
ENSG00000138136	2	-	-	-	-	-	-	-	-	pancreaticOICR
ENSG00000138160	1	-	-	-	-	-	-	-	-	pancreaticOICR
ENSG00000138161	-	-	-	-	-	-	-	-	-	pancreaticOICR
ENSG00000138166	5	-	-	-	-	-	-	-	-	pancreaticOICR
ENSG00000138246	3	1.4261825472634	0.150266067846154	0.440579765034614	0.3297586	-0.198993021926876	0.5788659	0.518726644964864	0.3019757	pancreaticOICR
ENSG00000138279	1	-	-	-	-	-	-	-	-	pancreaticOICR
ENSG00000138316	1	-	-	-	-	-	-	-	-	pancreaticOICR
ENSG00000138346	1	-	-	-	-	-	-	-	-	pancreaticOICR
ENSG00000138356	1	-	-	-	-	-	-	-	-	pancreaticOICR
ENSG00000138375	1	-	-	-	-	-	-	-	-	pancreaticOICR
ENSG00000138380	1	-	-	-	-	-	-	-	-	pancreaticOICR
ENSG00000138386	1	-	-	-	-	-	-	-	-	pancreaticOICR
ENSG00000138433	1	-	-	-	-	-	-	-	-	pancreaticOICR
ENSG00000138434	1	-	-	-	-	-	-	-	-	pancreaticOICR
ENSG00000138443	2	-	-	-	-	-	-	-	-	pancreaticOICR
ENSG00000138622	2	-	-	-	-	-	-	-	-	pancreaticOICR
ENSG00000138623	1	-	-	-	-	-	-	-	-	pancreaticOICR
ENSG00000138653	1	-	-	-	-	-	-	-	-	pancreaticOICR
ENSG00000138660	-	-	-	-	-	-	-	-	-	pancreaticOICR
ENSG00000138675	1	-	-	-	-	-	-	-	-	pancreaticOICR
ENSG00000138738	1	-	-	-	-	-	-	-	-	pancreaticOICR
ENSG00000138756	1	-	-	-	-	-	-	-	-	pancreaticOICR
ENSG00000138759	1	-	-	-	-	-	-	-	-	pancreaticOICR
ENSG00000138795	1	-	-	-	-	-	-	-	-	pancreaticOICR
ENSG00000138802	1	-	-	-	-	-	-	-	-	pancreaticOICR
ENSG00000138829	1	-	-	-	-	-	-	-	-	pancreaticOICR
ENSG00000138834	1	-	-	-	-	-	-	-	-	pancreaticOICR
ENSG00000138835	1	-	-	-	-	-	-	-	-	pancreaticOICR
ENSG00000138944	3	-	-	-	-	-	-	-	-	pancreaticOICR
ENSG00000138964	1	-	-	-	-	-	-	-	-	pancreaticOICR
ENSG00000139112	1	-	-	-	-	-	-	-	-	pancreaticOICR
ENSG00000139187	1	-	-	-	-	-	-	-	-	pancreaticOICR
ENSG00000139219	1	-	-	-	-	-	-	-	-	pancreaticOICR
ENSG00000139220	-	-	-	-	-	-	-	-	-	pancreaticOICR
ENSG00000139352	1	-	-	-	-	-	-	-	-	pancreaticOICR
ENSG00000139372	2	-	-	-	-	-	-	-	-	pancreaticOICR
ENSG00000139613	1	-	-	-	-	-	-	-	-	pancreaticOICR
ENSG00000139629	1	-	-	-	-	-	-	-	-	pancreaticOICR
ENSG00000139636	1	-	-	-	-	-	-	-	-	pancreaticOICR
ENSG00000139644	1	-	-	-	-	-	-	-	-	pancreaticOICR
ENSG00000139645	1	-	-	-	-	-	-	-	-	pancreaticOICR
ENSG00000139697	1	-	-	-	-	-	-	-	-	pancreaticOICR
ENSG00000139719	1	-	-	-	-	-	-	-	-	pancreaticOICR
ENSG00000139915	2	-	-	-	-	-	-	-	-	pancreaticOICR
ENSG00000139946	1	-	-	-	-	-	-	-	-	pancreaticOICR
ENSG00000140153	8	-0.895111724585191	1	-1.92668734210454	0.9729907	-4.37875506133282	0.99999403204	-1.77743634783	0.96225176	pancreaticOICR
ENSG00000140279	1	-	-	-	-	-	-	-	-	pancreaticOICR
ENSG00000140323	1	-	-	-	-	-	-	-	-	pancreaticOICR
ENSG00000140332	1	-	-	-	-	-	-	-	-	pancreaticOICR
ENSG00000140398	1	-	-	-	-	-	-	-	-	pancreaticOICR
ENSG00000140443	1	-	-	-	-	-	-	-	-	pancreaticOICR
ENSG00000140459	1	-	-	-	-	-	-	-	-	pancreaticOICR
ENSG00000140538	1	-	-	-	-	-	-	-	-	pancreaticOICR
ENSG00000140575	1	-	-	-	-	-	-	-	-	pancreaticOICR
ENSG00000140836	1	-	-	-	-	-	-	-	-	pancreaticOICR
ENSG00000140955	1	-	-	-	-	-	-	-	-	pancreaticOICR
ENSG00000140968	1	-	-	-	-	-	-	-	-	pancreaticOICR
ENSG00000140993	1	-	-	-	-	-	-	-	-	pancreaticOICR
ENSG00000141027	1	-	-	-	-	-	-	-	-	pancreaticOICR
ENSG00000141030	1	-	-	-	-	-	-	-	-	pancreaticOICR
ENSG00000141048	2	-	-	-	-	-	-	-	-	pancreaticOICR
ENSG00000141200	1	-	-	-	-	-	-	-	-	pancreaticOICR
ENSG00000141314	1	-	-	-	-	-	-	-	-	pancreaticOICR
ENSG00000141380	1	-	-	-	-	-	-	-	-	pancreaticOICR
ENSG00000141391	1	-	-	-	-	-	-	-	-	pancreaticOICR
ENSG00000141425	2	1.47969537431232	0.142316363870968	0.459331236417398	0.3229982	-0.242720999285226	0.5958892	0.59661211806362	0.2753832	pancreaticOICR
ENSG00000141452	1	-	-	-	-	-	-	-	-	pancreaticOICR
ENSG00000141506	2	-	-	-	-	-	-	-	-	pancreaticOICR
ENSG00000141510	10	8.57501894080765	3.145488375e-16	4.53352342047773	2.900392e-06	4.2305559099224	1.165572e-05	5.83705327360771	2.656606e-09	pancreaticOICR
ENSG00000141543	1	-	-	-	-	-	-	-	-	pancreaticOICR
ENSG00000141568	1	-	-	-	-	-	-	-	-	pancreaticOICR
ENSG00000141646	3	4.89689331818864	7.7282405125e-06	2.52552278223226	0.005776315	2.26944303009546	0.0116207	3.15302454131266	0.0008079411	pancreaticOICR
ENSG00000141668	1	-	-	-	-	-	-	-	-	pancreaticOICR
ENSG00000141696	1	-	-	-	-	-	-	-	-	pancreaticOICR
ENSG00000141750	1	-	-	-	-	-	-	-	-	pancreaticOICR
ENSG00000141756	1	-	-	-	-	-	-	-	-	pancreaticOICR
ENSG00000141837	1	-	-	-	-	-	-	-	-	pancreaticOICR
ENSG00000141867	1	-	-	-	-	-	-	-	-	pancreaticOICR
ENSG00000141905	1	-	-	-	-	-	-	-	-	pancreaticOICR
ENSG00000141956	1	-	-	-	-	-	-	-	-	pancreaticOICR
ENSG00000141985	1	-	-	-	-	-	-	-	-	pancreaticOICR
ENSG00000142149	4	-	-	-	-	-	-	-	-	pancreaticOICR
ENSG00000142156	1	-	-	-	-	-	-	-	-	pancreaticOICR
ENSG00000142182	1	-	-	-	-	-	-	-	-	pancreaticOICR
ENSG00000142185	1	-	-	-	-	-	-	-	-	pancreaticOICR
ENSG00000142192	5	-	-	-	-	-	-	-	-	pancreaticOICR
ENSG00000142208	3	-	-	-	-	-	-	-	-	pancreaticOICR
ENSG00000142303	2	2.14453776920453	0.0472407806976744	0.798821349642223	0.212197	0.156154853575422	0.4379555	1.01884869913438	0.1541374	pancreaticOICR
ENSG00000142347	2	-	-	-	-	-	-	-	-	pancreaticOICR
ENSG00000142405	1	-	-	-	-	-	-	-	-	pancreaticOICR
ENSG00000142408	4	-	-	-	-	-	-	-	-	pancreaticOICR
ENSG00000142449	2	-	-	-	-	-	-	-	-	pancreaticOICR
ENSG00000142515	1	-	-	-	-	-	-	-	-	pancreaticOICR
ENSG00000142609	1	-	-	-	-	-	-	-	-	pancreaticOICR
ENSG00000142676	4	-	-	-	-	-	-	-	-	pancreaticOICR
ENSG00000142684	1	-	-	-	-	-	-	-	-	pancreaticOICR
ENSG00000142698	1	-	-	-	-	-	-	-	-	pancreaticOICR
ENSG00000142949	2	-	-	-	-	-	-	-	-	pancreaticOICR
ENSG00000143028	1	-	-	-	-	-	-	-	-	pancreaticOICR
ENSG00000143061	1	-	-	-	-	-	-	-	-	pancreaticOICR
ENSG00000143126	1	-	-	-	-	-	-	-	-	pancreaticOICR
ENSG00000143195	1	-	-	-	-	-	-	-	-	pancreaticOICR
ENSG00000143207	1	-	-	-	-	-	-	-	-	pancreaticOICR
ENSG00000143224	2	-	-	-	-	-	-	-	-	pancreaticOICR
ENSG00000143341	2	2.07225416386631	0.0516670317021277	0.829846518748904	0.2033128	0.0919552271007354	0.4633668	1.07486334028576	0.141218	pancreaticOICR
ENSG00000143344	1	-	-	-	-	-	-	-	-	pancreaticOICR
ENSG00000143374	-	-	-	-	-	-	-	-	-	pancreaticOICR
ENSG00000143493	1	-	-	-	-	-	-	-	-	pancreaticOICR
ENSG00000143514	-	-	-	-	-	-	-	-	-	pancreaticOICR
ENSG00000143552	1	-	-	-	-	-	-	-	-	pancreaticOICR
ENSG00000143554	1	-	-	-	-	-	-	-	-	pancreaticOICR
ENSG00000143569	3	2.07184715197143	0.050640853125	1.19296359502304	0.1164418	0.335226481017645	0.3687271	1.30779023577269	0.09547223	pancreaticOICR
ENSG00000143627	1	-	-	-	-	-	-	-	-	pancreaticOICR
ENSG00000143632	1	-	-	-	-	-	-	-	-	pancreaticOICR
ENSG00000143674	1	-	-	-	-	-	-	-	-	pancreaticOICR
ENSG00000143748	2	-	-	-	-	-	-	-	-	pancreaticOICR
ENSG00000143756	1	-	-	-	-	-	-	-	-	pancreaticOICR
ENSG00000143819	1	-	-	-	-	-	-	-	-	pancreaticOICR
ENSG00000143842	-	-	-	-	-	-	-	-	-	pancreaticOICR
ENSG00000143858	1	-	-	-	-	-	-	-	-	pancreaticOICR
ENSG00000143952	1	-	-	-	-	-	-	-	-	pancreaticOICR
ENSG00000143970	1	-	-	-	-	-	-	-	-	pancreaticOICR
ENSG00000144119	2	-	-	-	-	-	-	-	-	pancreaticOICR
ENSG00000144228	1	-	-	-	-	-	-	-	-	pancreaticOICR
ENSG00000144229	1	-	-	-	-	-	-	-	-	pancreaticOICR
ENSG00000144285	2	4.7652820719569	1.33060468222222e-05	2.14278339158887	0.01606525	2.03195765537023	0.02107897	2.80506764304321	0.002515301	pancreaticOICR
ENSG00000144339	-	-	-	-	-	-	-	-	-	pancreaticOICR
ENSG00000144381	3	-	-	-	-	-	-	-	-	pancreaticOICR
ENSG00000144406	1	-	-	-	-	-	-	-	-	pancreaticOICR
ENSG00000144426	1	-	-	-	-	-	-	-	-	pancreaticOICR
ENSG00000144452	1	-	-	-	-	-	-	-	-	pancreaticOICR
ENSG00000144460	1	-	-	-	-	-	-	-	-	pancreaticOICR
ENSG00000144476	1	-	-	-	-	-	-	-	-	pancreaticOICR
ENSG00000144583	1	-	-	-	-	-	-	-	-	pancreaticOICR
ENSG00000144619	1	-	-	-	-	-	-	-	-	pancreaticOICR
ENSG00000144635	1	-	-	-	-	-	-	-	-	pancreaticOICR
ENSG00000144645	1	-	-	-	-	-	-	-	-	pancreaticOICR
ENSG00000144647	1	-	-	-	-	-	-	-	-	pancreaticOICR
ENSG00000144724	4	-	-	-	-	-	-	-	-	pancreaticOICR
ENSG00000144820	1	-	-	-	-	-	-	-	-	pancreaticOICR
ENSG00000144857	1	-	-	-	-	-	-	-	-	pancreaticOICR
ENSG00000145012	1	-	-	-	-	-	-	-	-	pancreaticOICR
ENSG00000145087	1	-	-	-	-	-	-	-	-	pancreaticOICR
ENSG00000145147	-	-	-	-	-	-	-	-	-	pancreaticOICR
ENSG00000145242	1	-	-	-	-	-	-	-	-	pancreaticOICR
ENSG00000145246	1	-	-	-	-	-	-	-	-	pancreaticOICR
ENSG00000145247	1	-	-	-	-	-	-	-	-	pancreaticOICR
ENSG00000145309	1	-	-	-	-	-	-	-	-	pancreaticOICR
ENSG00000145321	1	-	-	-	-	-	-	-	-	pancreaticOICR
ENSG00000145362	1	-	-	-	-	-	-	-	-	pancreaticOICR
ENSG00000145526	1	-	-	-	-	-	-	-	-	pancreaticOICR
ENSG00000145536	2	3.65120716300855	0.000828708655	1.7528426477929	0.03981451	1.42066192968048	0.07770753	2.1321644253836	0.01649667	pancreaticOICR
ENSG00000145692	1	-	-	-	-	-	-	-	-	pancreaticOICR
ENSG00000145703	1	-	-	-	-	-	-	-	-	pancreaticOICR
ENSG00000145741	1	-	-	-	-	-	-	-	-	pancreaticOICR
ENSG00000145817	1	-	-	-	-	-	-	-	-	pancreaticOICR
ENSG00000145868	4	-	-	-	-	-	-	-	-	pancreaticOICR
ENSG00000145888	2	-	-	-	-	-	-	-	-	pancreaticOICR
ENSG00000145934	1	-	-	-	-	-	-	-	-	pancreaticOICR
ENSG00000145936	1	-	-	-	-	-	-	-	-	pancreaticOICR
ENSG00000145945	1	-	-	-	-	-	-	-	-	pancreaticOICR
ENSG00000146083	1	-	-	-	-	-	-	-	-	pancreaticOICR
ENSG00000146166	1	-	-	-	-	-	-	-	-	pancreaticOICR
ENSG00000146216	-	-	-	-	-	-	-	-	-	pancreaticOICR
ENSG00000146243	1	-	-	-	-	-	-	-	-	pancreaticOICR
ENSG00000146276	1	-	-	-	-	-	-	-	-	pancreaticOICR
ENSG00000146376	1	-	-	-	-	-	-	-	-	pancreaticOICR
ENSG00000146414	1	-	-	-	-	-	-	-	-	pancreaticOICR
ENSG00000146425	1	-	-	-	-	-	-	-	-	pancreaticOICR
ENSG00000146433	1	-	-	-	-	-	-	-	-	pancreaticOICR
ENSG00000146530	1	-	-	-	-	-	-	-	-	pancreaticOICR
ENSG00000146676	3	-	-	-	-	-	-	-	-	pancreaticOICR
ENSG00000146733	1	-	-	-	-	-	-	-	-	pancreaticOICR
ENSG00000146776	2	-	-	-	-	-	-	-	-	pancreaticOICR
ENSG00000146802	1	-	-	-	-	-	-	-	-	pancreaticOICR
ENSG00000147044	1	-	-	-	-	-	-	-	-	pancreaticOICR
ENSG00000147050	1	-	-	-	-	-	-	-	-	pancreaticOICR
ENSG00000147082	-	-	-	-	-	-	-	-	-	pancreaticOICR
ENSG00000147100	1	-	-	-	-	-	-	-	-	pancreaticOICR
ENSG00000147119	1	-	-	-	-	-	-	-	-	pancreaticOICR
ENSG00000147130	1	-	-	-	-	-	-	-	-	pancreaticOICR
ENSG00000147133	4	-	-	-	-	-	-	-	-	pancreaticOICR
ENSG00000147155	1	-	-	-	-	-	-	-	-	pancreaticOICR
ENSG00000147180	1	-	-	-	-	-	-	-	-	pancreaticOICR
ENSG00000147202	-	-	-	-	-	-	-	-	-	pancreaticOICR
ENSG00000147234	1	-	-	-	-	-	-	-	-	pancreaticOICR
ENSG00000147255	2	-	-	-	-	-	-	-	-	pancreaticOICR
ENSG00000147274	10	6.30200023569852	4.6645322e-09	3.03989701153291	0.001183295	2.08897000341879	0.01835521	3.92089142775475	4.4111e-05	pancreaticOICR
ENSG00000147383	1	-	-	-	-	-	-	-	-	pancreaticOICR
ENSG00000147402	1	-	-	-	-	-	-	-	-	pancreaticOICR
ENSG00000147459	1	-	-	-	-	-	-	-	-	pancreaticOICR
ENSG00000147475	4	-1.84821934715222	1	-1.78694040338963	0.96302644	-3.77321800832087	0.99991942233	-1.89017457957752	0.97063269	pancreaticOICR
ENSG00000147485	1	-	-	-	-	-	-	-	-	pancreaticOICR
ENSG00000147533	1	-	-	-	-	-	-	-	-	pancreaticOICR
ENSG00000147697	1	-	-	-	-	-	-	-	-	pancreaticOICR
ENSG00000147724	1	-	-	-	-	-	-	-	-	pancreaticOICR
ENSG00000147852	5	-	-	-	-	-	-	-	-	pancreaticOICR
ENSG00000147854	1	-	-	-	-	-	-	-	-	pancreaticOICR
ENSG00000147889	1	-	-	-	-	-	-	-	-	pancreaticOICR
ENSG00000148019	1	-	-	-	-	-	-	-	-	pancreaticOICR
ENSG00000148082	4	-	-	-	-	-	-	-	-	pancreaticOICR
ENSG00000148219	1	-	-	-	-	-	-	-	-	pancreaticOICR
ENSG00000148225	1	-	-	-	-	-	-	-	-	pancreaticOICR
ENSG00000148341	1	-	-	-	-	-	-	-	-	pancreaticOICR
ENSG00000148400	1	-	-	-	-	-	-	-	-	pancreaticOICR
ENSG00000148482	1	-	-	-	-	-	-	-	-	pancreaticOICR
ENSG00000148541	1	-	-	-	-	-	-	-	-	pancreaticOICR
ENSG00000148634	2	-	-	-	-	-	-	-	-	pancreaticOICR
ENSG00000148704	1	-	-	-	-	-	-	-	-	pancreaticOICR
ENSG00000148798	4	-	-	-	-	-	-	-	-	pancreaticOICR
ENSG00000148835	1	-	-	-	-	-	-	-	-	pancreaticOICR
ENSG00000148842	1	-	-	-	-	-	-	-	-	pancreaticOICR
ENSG00000148948	1	-	-	-	-	-	-	-	-	pancreaticOICR
ENSG00000148985	-	-	-	-	-	-	-	-	-	pancreaticOICR
ENSG00000149256	1	-	-	-	-	-	-	-	-	pancreaticOICR
ENSG00000149260	1	-	-	-	-	-	-	-	-	pancreaticOICR
ENSG00000149308	-	-	-	-	-	-	-	-	-	pancreaticOICR
ENSG00000149311	1	-	-	-	-	-	-	-	-	pancreaticOICR
ENSG00000149474	1	-	-	-	-	-	-	-	-	pancreaticOICR
ENSG00000149541	4	-	-	-	-	-	-	-	-	pancreaticOICR
ENSG00000149633	3	-	-	-	-	-	-	-	-	pancreaticOICR
ENSG00000149639	1	-	-	-	-	-	-	-	-	pancreaticOICR
ENSG00000149654	1	-	-	-	-	-	-	-	-	pancreaticOICR
ENSG00000149930	1	-	-	-	-	-	-	-	-	pancreaticOICR
ENSG00000149970	1	-	-	-	-	-	-	-	-	pancreaticOICR
ENSG00000149972	1	-	-	-	-	-	-	-	-	pancreaticOICR
ENSG00000150045	-	-	-	-	-	-	-	-	-	pancreaticOICR
ENSG00000150275	3	2.25512217015607	0.0373653514634146	1.53583605320301	0.0622893	0.915398745624129	0.1799912	1.79410445963728	0.03639825	pancreaticOICR
ENSG00000150347	1	-	-	-	-	-	-	-	-	pancreaticOICR
ENSG00000150394	2	4.08145425570171	0.000189461902	1.91305452414821	0.02787054	1.65108958911201	0.04936014	2.44210922302973	0.007300864	pancreaticOICR
ENSG00000150594	3	-	-	-	-	-	-	-	-	pancreaticOICR
ENSG00000150625	1	-	-	-	-	-	-	-	-	pancreaticOICR
ENSG00000150628	1	-	-	-	-	-	-	-	-	pancreaticOICR
ENSG00000150773	1	-	-	-	-	-	-	-	-	pancreaticOICR
ENSG00000150907	1	-	-	-	-	-	-	-	-	pancreaticOICR
ENSG00000150938	2	-1.76800982859286	1	-1.56910647614878	0.94168843	-3.10779771270666	0.9990575648	-1.76526234224813	0.96124016	pancreaticOICR
ENSG00000151131	1	-	-	-	-	-	-	-	-	pancreaticOICR
ENSG00000151136	1	-	-	-	-	-	-	-	-	pancreaticOICR
ENSG00000151150	-	-	-	-	-	-	-	-	-	pancreaticOICR
ENSG00000151151	1	-	-	-	-	-	-	-	-	pancreaticOICR
ENSG00000151208	2	-	-	-	-	-	-	-	-	pancreaticOICR
ENSG00000151233	-	-	-	-	-	-	-	-	-	pancreaticOICR
ENSG00000151240	1	-	-	-	-	-	-	-	-	pancreaticOICR
ENSG00000151276	5	-4.77854527921175	1	-3.28322450425158	0.9994868655	-6.08946600499549	0.99999999943356	-3.81553787844263	0.9999320567	pancreaticOICR
ENSG00000151388	2	-	-	-	-	-	-	-	-	pancreaticOICR
ENSG00000151414	1	-	-	-	-	-	-	-	-	pancreaticOICR
ENSG00000151422	1	-	-	-	-	-	-	-	-	pancreaticOICR
ENSG00000151458	-	-	-	-	-	-	-	-	-	pancreaticOICR
ENSG00000151503	1	-	-	-	-	-	-	-	-	pancreaticOICR
ENSG00000151572	1	-	-	-	-	-	-	-	-	pancreaticOICR
ENSG00000151617	1	-	-	-	-	-	-	-	-	pancreaticOICR
ENSG00000151693	1	-	-	-	-	-	-	-	-	pancreaticOICR
ENSG00000151779	1	-	-	-	-	-	-	-	-	pancreaticOICR
ENSG00000151834	1	-	-	-	-	-	-	-	-	pancreaticOICR
ENSG00000151835	3	0.850505748257644	0.334470586666667	0.416178794472492	0.3386396	-0.715000978291963	0.7626958	0.469653578206333	0.3193013	pancreaticOICR
ENSG00000151914	1	-	-	-	-	-	-	-	-	pancreaticOICR
ENSG00000151952	1	-	-	-	-	-	-	-	-	pancreaticOICR
ENSG00000152092	2	2.3289887154846	0.0315272166	1.41180668264979	0.07900345	0.896514358165684	0.1849891	1.61849662902783	0.05277781	pancreaticOICR
ENSG00000152127	1	-	-	-	-	-	-	-	-	pancreaticOICR
ENSG00000152192	2	-	-	-	-	-	-	-	-	pancreaticOICR
ENSG00000152193	1	-	-	-	-	-	-	-	-	pancreaticOICR
ENSG00000152217	1	-	-	-	-	-	-	-	-	pancreaticOICR
ENSG00000152234	1	-	-	-	-	-	-	-	-	pancreaticOICR
ENSG00000152268	1	-	-	-	-	-	-	-	-	pancreaticOICR
ENSG00000152315	1	-	-	-	-	-	-	-	-	pancreaticOICR
ENSG00000152377	1	-	-	-	-	-	-	-	-	pancreaticOICR
ENSG00000152422	1	-	-	-	-	-	-	-	-	pancreaticOICR
ENSG00000152467	2	0.82913436220547	0.340082939473684	0.161155476069716	0.4359855	-0.613398073193006	0.7301934	0.158090481132056	0.4371928	pancreaticOICR
ENSG00000152527	1	-	-	-	-	-	-	-	-	pancreaticOICR
ENSG00000152556	1	-	-	-	-	-	-	-	-	pancreaticOICR
ENSG00000152578	1	-	-	-	-	-	-	-	-	pancreaticOICR
ENSG00000152592	1	-	-	-	-	-	-	-	-	pancreaticOICR
ENSG00000152684	1	-	-	-	-	-	-	-	-	pancreaticOICR
ENSG00000152689	1	-	-	-	-	-	-	-	-	pancreaticOICR
ENSG00000152763	1	-	-	-	-	-	-	-	-	pancreaticOICR
ENSG00000152767	2	2.19011488768599	0.043113325	0.66187675343636	0.2540251	-0.025397362363916	0.510131	0.940803111900552	0.1734029	pancreaticOICR
ENSG00000152784	4	-	-	-	-	-	-	-	-	pancreaticOICR
ENSG00000152822	1	-	-	-	-	-	-	-	-	pancreaticOICR
ENSG00000152953	1	-	-	-	-	-	-	-	-	pancreaticOICR
ENSG00000152954	1	-	-	-	-	-	-	-	-	pancreaticOICR
ENSG00000152977	1	-	-	-	-	-	-	-	-	pancreaticOICR
ENSG00000153002	1	-	-	-	-	-	-	-	-	pancreaticOICR
ENSG00000153060	1	-	-	-	-	-	-	-	-	pancreaticOICR
ENSG00000153093	1	-	-	-	-	-	-	-	-	pancreaticOICR
ENSG00000153147	2	-0.408388452842773	0.862167256701031	-1.0117457254904	0.8441702	-2.34718028534044	0.99054195	-0.930314480989235	0.8238959	pancreaticOICR
ENSG00000153253	1	-	-	-	-	-	-	-	-	pancreaticOICR
ENSG00000153560	4	0.0159124915359569	0.674127061290323	-0.346364748298214	0.6354657	-1.77733000595434	0.96224302	-0.401350472162707	0.6559189	pancreaticOICR
ENSG00000153707	1	-	-	-	-	-	-	-	-	pancreaticOICR
ENSG00000153714	2	-	-	-	-	-	-	-	-	pancreaticOICR
ENSG00000153767	1	-	-	-	-	-	-	-	-	pancreaticOICR
ENSG00000153820	1	-	-	-	-	-	-	-	-	pancreaticOICR
ENSG00000153823	1	-	-	-	-	-	-	-	-	pancreaticOICR
ENSG00000153827	1	-	-	-	-	-	-	-	-	pancreaticOICR
ENSG00000153898	1	-	-	-	-	-	-	-	-	pancreaticOICR
ENSG00000153904	1	-	-	-	-	-	-	-	-	pancreaticOICR
ENSG00000153976	1	-	-	-	-	-	-	-	-	pancreaticOICR
ENSG00000153982	1	-	-	-	-	-	-	-	-	pancreaticOICR
ENSG00000154065	1	-	-	-	-	-	-	-	-	pancreaticOICR
ENSG00000154133	1	-	-	-	-	-	-	-	-	pancreaticOICR
ENSG00000154134	1	-	-	-	-	-	-	-	-	pancreaticOICR
ENSG00000154144	1	-	-	-	-	-	-	-	-	pancreaticOICR
ENSG00000154188	2	-	-	-	-	-	-	-	-	pancreaticOICR
ENSG00000154237	-	-	-	-	-	-	-	-	-	pancreaticOICR
ENSG00000154240	1	-	-	-	-	-	-	-	-	pancreaticOICR
ENSG00000154305	1	-	-	-	-	-	-	-	-	pancreaticOICR
ENSG00000154358	2	-	-	-	-	-	-	-	-	pancreaticOICR
ENSG00000154415	1	-	-	-	-	-	-	-	-	pancreaticOICR
ENSG00000154438	1	-	-	-	-	-	-	-	-	pancreaticOICR
ENSG00000154582	1	-	-	-	-	-	-	-	-	pancreaticOICR
ENSG00000154710	-	-	-	-	-	-	-	-	-	pancreaticOICR
ENSG00000154734	1	-	-	-	-	-	-	-	-	pancreaticOICR
ENSG00000154864	1	-	-	-	-	-	-	-	-	pancreaticOICR
ENSG00000155087	1	-	-	-	-	-	-	-	-	pancreaticOICR
ENSG00000155100	1	-	-	-	-	-	-	-	-	pancreaticOICR
ENSG00000155657	3	-	-	-	-	-	-	-	-	pancreaticOICR
ENSG00000155660	1	-	-	-	-	-	-	-	-	pancreaticOICR
ENSG00000155755	1	-	-	-	-	-	-	-	-	pancreaticOICR
ENSG00000155897	2	-	-	-	-	-	-	-	-	pancreaticOICR
ENSG00000155959	1	-	-	-	-	-	-	-	-	pancreaticOICR
ENSG00000156017	1	-	-	-	-	-	-	-	-	pancreaticOICR
ENSG00000156042	1	-	-	-	-	-	-	-	-	pancreaticOICR
ENSG00000156049	1	-	-	-	-	-	-	-	-	pancreaticOICR
ENSG00000156052	-	-	-	-	-	-	-	-	-	pancreaticOICR
ENSG00000156113	1	-	-	-	-	-	-	-	-	pancreaticOICR
ENSG00000156140	1	-	-	-	-	-	-	-	-	pancreaticOICR
ENSG00000156218	1	-	-	-	-	-	-	-	-	pancreaticOICR
ENSG00000156222	1	-	-	-	-	-	-	-	-	pancreaticOICR
ENSG00000156282	1	-	-	-	-	-	-	-	-	pancreaticOICR
ENSG00000156299	1	-	-	-	-	-	-	-	-	pancreaticOICR
ENSG00000156471	-	-	-	-	-	-	-	-	-	pancreaticOICR
ENSG00000156486	1	-	-	-	-	-	-	-	-	pancreaticOICR
ENSG00000156502	1	-	-	-	-	-	-	-	-	pancreaticOICR
ENSG00000156510	1	-	-	-	-	-	-	-	-	pancreaticOICR
ENSG00000156642	-	-	-	-	-	-	-	-	-	pancreaticOICR
ENSG00000156650	1	-	-	-	-	-	-	-	-	pancreaticOICR
ENSG00000156671	4	-	-	-	-	-	-	-	-	pancreaticOICR
ENSG00000156687	1	-	-	-	-	-	-	-	-	pancreaticOICR
ENSG00000156787	1	-	-	-	-	-	-	-	-	pancreaticOICR
